Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
153761.0,1.14625926661879,1.40345824321907,-4.15914819129688,2.66010705652321,-0.323216826628972,-1.83607089433649,-1.62374005926978,0.259562498148672,-1.13204414952948,-3.35647371355361,3.64647783754223,-3.00268415590657,-0.647500580265193,-5.94500331282299,0.17465003740523,-1.47563951431173,-3.08227352537105,0.224739755103275,-0.300930778531616,0.284830655578029,0.564449516452437,0.445743911757892,-0.141136197426929,-0.265517116377678,0.362259920457956,-0.416062097561802,0.507369852566067,0.243744113775662,51.37
125062.0,1.89872164209137,-0.321038204596048,-1.77183724703424,0.672407675888962,0.115018596637397,-1.26734711125361,0.612810262472539,-0.441069949500116,0.45029767527798,0.107003900050249,-1.14423256157942,-0.0357207527009834,-0.728277432410331,0.565399027773603,-0.368894204081594,-0.494280161220936,-0.107077792972019,-0.658593939470158,0.169094809568569,-0.0821058162976895,0.0151113360194366,0.0062686713560912,-0.0290936115374851,-0.0713325727248904,0.179444227748497,0.378224918903267,-0.10604198717623,-0.059505835040257,104.36
142277.0,0.125780303649077,1.04077425345346,-0.322931555669973,-0.420361840359614,0.783885636701521,-1.31663299320571,1.16342024181308,-0.315149452006321,-0.181822658506813,-1.2256872198,-0.408134392839538,-0.0621084033048841,0.290821026520932,-1.02479049656411,0.466046724751092,0.182894869076298,0.393438489907577,0.546480457326365,-0.722053699406744,-0.120614661151692,0.282921875278111,0.927514791952191,-0.268507347664488,-0.0813073885154487,0.0007885117208696,-0.1750479503072,0.0752240318450563,0.0675777051138088,15.1
297.0,-1.14803754695633,0.36762617013643,2.76971676396413,-0.356561537824344,-0.268456048125319,0.323422698470597,-0.108717803385305,0.452755262494751,0.166990199280024,-0.752053288460085,1.03445312692166,0.563469257194713,-0.969780396998635,-0.203454488655467,-0.748644179819335,0.176891758716397,-0.250893329299568,-0.0782077676417951,-0.665423507614962,-0.165653988447847,0.063334067714207,0.16820957992535,-0.194521211610136,0.228655186372402,0.10774395260713,0.22233054021086,-0.109159520283398,0.0897665716689023,6.2
26833.0,-20.5327510764355,12.3739891389716,-23.0090029136283,6.14482097803751,-15.5872960035928,-4.38449066917613,-15.9390026942523,13.696416119399,-3.94845491908543,-8.78972336330438,5.61234710799626,-7.91442236630349,0.307819968365149,-8.32860088836825,-0.0069792945896379,-6.82452417207669,-13.3160791903173,-4.9216120866876,1.18820420779718,1.59275393136331,1.75460760918813,-1.46611525253641,-0.85677863566488,0.125776576475404,1.40258698975375,-0.223754856770293,1.57424873519633,0.469200693158523,99.99
39941.0,-0.839446946104228,0.560679710846782,0.115137849510981,-2.15873287663026,0.425738130368134,0.0422487597247607,0.334659817676273,0.468919044692777,-2.04698735037006,0.034642013089646,0.495922450431908,0.307448419590914,1.1967842171193,0.208424816294181,-0.75386081271018,1.31906519080236,-0.166102497129564,-1.46579446927809,0.541217711534025,0.240521857490063,0.0027967862031565,-0.22964952758143,-0.0405178543829675,-1.15886324321926,-0.0169720116524958,-0.556891700469998,0.208519198606626,0.0900533521245419,45.77
15817.0,-4.64189285087538,2.90208643306647,-1.57293870931742,2.507298518227,-0.871782564349351,-1.0409025722626,-1.59390073966645,-3.25490508581579,1.90896268593707,1.07741752106048,3.33850216040272,-6.54261034532574,1.09953638182128,-3.26647554459315,1.01472790444294,-4.84238307827835,-5.269876299726,-2.34466857415508,1.95922405409272,-0.465679220344122,1.96359666634146,-0.217413915973245,-0.54933995583883,0.645545202036521,-0.354557818794591,-0.611763845006479,-3.90808047547799,-0.671248265147117,11.39
94364.0,-15.1920640113629,10.4325276778611,-19.6295152518171,8.04607504591293,-12.8381666152727,-1.87585874614533,-21.3597382791388,-3.71784952676935,-5.96978174909567,-17.1415136412892,5.90239975502551,-13.5801472568557,-0.45140689941267,-8.33476258691073,-2.02514468652193,-10.1963336944105,-17.2709851692259,-7.07909577930568,1.51769533116994,1.65747618417276,-3.47409650326971,1.76544551266317,1.70125678162665,0.381586805077026,-1.41341748729956,-1.0230778939005,-2.63476129227348,-0.463930546269812,1.0
86695.0,-0.306739908648308,1.07010290321279,-0.0655330775730149,-0.137348545564116,0.883057866758042,-1.17161334310288,1.48255662177975,-0.317089413590142,-0.421847687310805,-1.29497359355036,-0.531179787608052,-0.158658204962565,-0.176051489208479,-0.825198713612821,0.108639040151535,-0.404688641221723,0.871579280082978,0.0629131907101232,0.314403537611196,0.0369999323747065,-0.0714757688719098,-0.15890621249112,-0.115787221711016,-0.121664389472164,-0.0673506908595022,-0.373167290270648,0.137496704813236,0.183903558336137,49.3
41243.0,-10.9407391093978,6.26158585106885,-14.1823387841287,7.18360208606589,-9.95136334372547,-3.86082033664669,-13.5473021949163,7.09647164642187,-6.29402944276594,-13.6081431627279,7.12716532148781,-12.6110036871047,1.21455639781013,-13.9062968240505,1.51406990634864,-11.1257390593549,-19.7162573051191,-7.5527890897252,3.65678707068496,-0.0883420818722748,2.26744826134981,-0.492029167950335,-0.239302865923644,0.454368210214217,-0.101611062526814,0.446996732737119,0.062292646721181,-0.439769899530758,45.49
29611.0,1.0504349847584,-0.0142805256031288,0.0482546842809069,0.47451137305536,-0.167086718706167,-0.574135785110918,0.296898968808504,-0.0353393663527726,-0.380875991378933,0.0552534073554113,1.79290289251493,0.805185554356185,-0.705351279887929,0.854903934662894,0.371786897040001,-0.0916602469035247,-0.110745890882216,-0.813675994117064,-0.0550128498931673,-0.030473194594118,-0.256643789961122,-0.961988462561801,0.136101785740204,0.19850160677765,0.109994504540379,0.132955662428528,-0.0678248372880817,0.0085100321136163,74.9
6986.0,-4.39797444171999,1.35836702839758,-2.5928442182573,2.67978696694832,-1.12813094208956,-1.70653638774951,-3.49619729302467,-0.248777743025673,-0.24776789948008,-4.80163740602813,4.89584422347523,-10.9128193194019,0.184371685834387,-6.77109672468083,-0.0073261825777121,-7.35808322132346,-12.5984185405511,-5.13154862842983,0.308333945758691,-0.17160787864796,0.573574068424352,0.176967718048195,-0.436206883597401,-0.0535018648884285,0.252405261951833,-0.657487754764504,-0.827135714578603,0.849573379985768,59.0
93965.0,-11.3977267217611,7.76395304621262,-18.572307456296,6.71185525207739,-10.1742155991554,-4.39591833120843,-15.8937882429266,2.08301258152135,-4.9888371802491,-15.3460988468775,7.09318207259894,-14.9797547574476,-0.148288045224015,-9.93567958156078,-1.16199939019334,-11.6468338293624,-18.3838524599849,-7.40273080415809,1.94169681013401,0.208879130047717,0.339007373241803,1.34292261443867,0.239217367154604,0.534644166424257,-0.174964905765612,-0.500240426616998,-1.72206026726614,-0.574339363297002,11.4
90034.0,-3.17043865991299,3.09963219639332,-2.61475651508024,0.161059401957156,0.392597271158282,-0.432668940413119,-1.3821298421724,-6.54234366267644,2.59184165834576,-0.292408242129932,0.917598019209491,-3.10129927431539,0.28891474267725,-1.12743119538328,0.316981161712319,0.639273157092468,2.87292655348481,1.70994416102112,-0.951794299885373,-0.53587337627548,1.83237657898769,-0.150516862158597,0.738289930732777,-0.409381860424926,-0.393060195766532,-0.373572247713657,-1.99826994855892,0.177066762123343,1.0
124957.0,-0.987479894375417,-0.943728284563261,1.78917975366181,-3.04844857237256,-0.875532735453266,-0.268729835149386,-0.428647357785603,0.291457928827583,-1.89139730695505,0.732299140991198,-0.0478926204985786,-1.53854400363842,-1.55310949962757,-0.206944858951076,-0.979033615623238,0.294637607946773,-0.0933988799921181,0.778103453265662,-0.309499705179878,-0.0713203380173216,-0.377509560193448,-0.993046812445533,0.0389558266717671,-0.474639719834217,0.323606162828856,-0.422117034429741,0.236457465872515,0.115683312218516,84.7
66037.0,0.286302363835244,1.39934474808556,-1.68250270884931,3.86437703955242,-1.18537340204974,-0.341732013808781,-2.53938012266357,0.768378375007388,-1.54788162780199,-2.65971794652165,2.6215881261205,-3.46236188507757,-1.05430017332918,-4.95582330430277,-1.40027445820489,-2.33994291742419,-5.19779447735003,-1.34281449785555,0.288846910516582,0.270360155086889,0.352456413618901,-0.243677652080658,-0.194078546536702,-0.172201087463232,0.742237197555102,0.127789797006944,0.569730790365159,0.291205858831994,7.53
100871.0,2.0154544784291,0.0929306771170379,-1.50012096030386,0.568051229877188,0.301399174111776,-0.656213365314981,-0.118418216912638,-0.0856839647055552,1.76473538192476,-0.531262503735894,1.95471416105735,-2.51811521399861,-0.120917485150321,1.13861528019107,-1.05865266571456,0.509431298811263,1.12083911461965,0.610064649550366,0.0792344647696474,-0.298095630537872,-0.469093769699307,-1.12525362483795,0.380387837902862,0.562146002753251,-0.395134146131112,0.109410116637934,-0.104683745048278,-0.0483364655150185,4.49
64443.0,1.07952397806913,0.872988038728802,-0.303850487243895,2.75536885087579,0.301687623167546,-0.350283737195093,-0.0428479677130716,0.246624608381391,-0.779175595769242,-0.157696445821874,1.92856763203456,-0.935863286411531,-2.43144644518658,-1.63347202401986,0.534336652706283,1.42560550367097,1.59352878606579,1.17846784575361,-1.56869755794851,-0.252115099030468,-0.023254784527163,-0.158600833910515,-0.0388061577093773,-0.0603272546840962,0.358338898397498,0.0769835703935526,0.0189358319830432,0.0605741494833015,0.0
